0.248000	0.248000	B
0.390000	0.390000	B
0.708000	0.708000	B
0.991000	0.991000	B
1.144000	1.144000	B
1.461872	1.461872	B
2.065595	2.065595	B
2.630508	2.630508	B
2.787907	2.787907	B
3.113486	3.113486	B
3.553342	3.553342	B
3.850891	3.850891	B
3.980260	3.980260	B
4.299371	4.299371	B
4.450301	4.450301	B
5.036775	5.036775	B
5.338637	5.338637	B
5.476631	5.476631	B
5.666372	5.666372	B
5.920798	5.920798	B
6.050168	6.050168	B
6.274408	6.274408	B
6.481398	6.481398	B
6.666828	6.666828	B
6.886755	6.886755	B
7.408545	7.408545	B
7.606911	7.606911	B
7.869961	7.869961	B
8.309817	8.309817	B
8.620303	8.620303	B
8.874729	8.874729	B
9.081720	9.081720	B
9.228338	9.228338	B
9.827749	9.827749	B
9.982992	9.982992	B
10.276229	10.276229	B
10.440097	10.440097	B
10.655712	10.655712	B
10.845454	10.845454	B
11.039508	11.039508	B
11.186126	11.186126	B
11.397429	11.397429	B
11.625981	11.625981	B
