0.392360	0.392360	B
1.483000	1.483000	B
2.478000	2.478000	B
3.498000	3.498000	B
4.583000	4.583000	B
5.605000	5.605000	B
6.612000	6.612000	B
7.624000	7.624000	B
8.633000	8.633000	B
9.629000	9.629000	B
10.639000	10.639000	B
11.654000	11.654000	B
12.700000	12.700000	B
13.716000	13.716000	B
14.707000	14.707000	B
15.734000	15.734000	B
16.747000	16.747000	B
17.722000	17.722000	B
20.183000	20.183000	B
20.694000	20.694000	B
23.748693	23.748693	B
24.046000	24.046000	B
24.394000	24.394000	B
24.771000	24.771000	B
28.216000	28.216000	B
28.721000	28.721000	B
31.802977	31.802977	B
32.238933	32.238933	B
32.587697	32.587697	B
33.001855	33.001855	B
36.460000	36.460000	B
36.965000	36.965000	B
40.238722	40.238722	B
40.674678	40.674678	B
41.023442	41.023442	B
41.437600	41.437600	B
44.770000	44.770000	B
45.275000	45.275000	B
48.412000	48.412000	B
48.847956	48.847956	B
49.196720	49.196720	B
49.610878	49.610878	B
53.403000	53.403000	B
53.690144	53.690144	B
53.833000	53.833000	B
54.106839	54.106839	B
54.611839	54.611839	B
57.349807	57.349807	B
57.636951	57.636951	B
57.779807	57.779807	B
58.053645	58.053645	B
58.409659	58.409659	B
61.793000	61.793000	B
62.080144	62.080144	B
62.223000	62.223000	B
62.496839	62.496839	B
62.766832	62.766832	B
63.001839	63.001839	B
65.548000	65.548000	B
65.835144	65.835144	B
65.978000	65.978000	B
66.251839	66.251839	B
66.756839	66.756839	B
70.296000	70.296000	B
72.370000	72.370000	B
74.178000	74.178000	B
74.579207	74.579207	B
78.677000	78.677000	B
80.759000	80.759000	B
82.876000	82.876000	B
83.381000	83.381000	B
86.654722	86.654722	B
87.090678	87.090678	B
87.439442	87.439442	B
87.853600	87.853600	B
91.186000	91.186000	B
91.691000	91.691000	B
94.828000	94.828000	B
95.263956	95.263956	B
95.612720	95.612720	B
96.026878	96.026878	B
